Gene,Cell,Subclass,Ensembl,Gene,Coefficient
Kcnip4,AC,AC_7,ENSMUSG00000029088,Kcnip4,1.4054268871947195
Sema6a,AC,AC_7,ENSMUSG00000019647,Sema6a,0.6295890664975097
Robo1,AC,AC_7,ENSMUSG00000022883,Robo1,1.1285239009334878
Stxbp6,AC,AC_7,ENSMUSG00000046314,Stxbp6,0.4888901552425126
Tac1,AC,AC_7,ENSMUSG00000061762,Tac1,0.4969375986925619
Reln,AC,AC_7,ENSMUSG00000042453,Reln,0.6585392707332378
Prkg1,AC,AC_7,ENSMUSG00000052920,Prkg1,0.9151146979717296
Thsd7a,AC,AC_7,ENSMUSG00000032625,Thsd7a,0.4619755696673273
Cxcl14,AC,AC_7,ENSMUSG00000021508,Cxcl14,1.621747804029798
Cntn5,AC,AC_7,ENSMUSG00000039488,Cntn5,0.721696466919101
Cntnap2,AC,AC_7,ENSMUSG00000039419,Cntnap2,0.4332978574372361
C1ql1,AC,AC_8,ENSMUSG00000045532,C1ql1,0.506787810653822
Marcksl1,AC,AC_8,ENSMUSG00000047945,Marcksl1,0.3380048727298036
Rnf220,AC,AC_8,ENSMUSG00000028677,Rnf220,0.5147738674920285
Dkk3,AC,AC_8,ENSMUSG00000030772,Dkk3,0.3243937899900619
Sdk1,AC,AC_8,ENSMUSG00000039683,Sdk1,0.4308083018837075
Glul,AC,AC_8,ENSMUSG00000026473,Glul,0.3435915338906201
Cntnap2,AC,AC_8,ENSMUSG00000039419,Cntnap2,0.3241128814425217
Unc13c,AC,AC_8,ENSMUSG00000062151,Unc13c,0.8147153024462008
Chgb,AC,AC_8,ENSMUSG00000027350,Chgb,0.3323698756786129
Car2,AC,AC_8,ENSMUSG00000027562,Car2,0.7902794456250274
Chrm3,AC,AC_8,ENSMUSG00000046159,Chrm3,0.3218347006217918
Kcnab1,AC,AC_8,ENSMUSG00000027827,Kcnab1,0.3285563802403716
Ank2,AC,AC_8,ENSMUSG00000032826,Ank2,0.4449156666374992
Lrrc4c,AC,AC_8,ENSMUSG00000050587,Lrrc4c,0.389915623606314
Cpne5,AC,AC_8,ENSMUSG00000024008,Cpne5,0.3680086802845095
Tmsb10,AC,AC_8,ENSMUSG00000079523,Tmsb10,0.551415002102266
Tfap2b,AC,AC_8,ENSMUSG00000025927,Tfap2b,0.4331043058175379
Atp2b1,AC,AC_8,ENSMUSG00000019943,Atp2b1,0.3789189267884384
Kirrel3,AC,AC_8,ENSMUSG00000032036,Kirrel3,1.0248781738450057
Sorcs1,AC,AC_9,ENSMUSG00000043531,Sorcs1,0.2512943253247414
Lamp5,AC,AC_9,ENSMUSG00000027270,Lamp5,0.3219140050882845
Car2,AC,AC_9,ENSMUSG00000027562,Car2,0.4387057831328489
Slc6a1,AC,AC_9,ENSMUSG00000030310,Slc6a1,0.2618910686540837
Grid2,AC,AC_9,ENSMUSG00000071424,Grid2,0.2715631889986523
Dpp6,AC,AC_9,ENSMUSG00000061576,Dpp6,0.2571380528786369
A930001A20Rik,AC,AC_9,ENSMUSG00000098008,A930001A20Rik,0.3321355208457585
Zfp804a,AC,AC_9,ENSMUSG00000070866,Zfp804a,0.2501123270759219
Gria1,AC,AC_9,ENSMUSG00000020524,Gria1,0.3580328540945428
Trhde,AC,AC_9,ENSMUSG00000050663,Trhde,0.4464025844644058
Kcnip4,AC,AC_9,ENSMUSG00000029088,Kcnip4,0.4459330449196178
Mgat4c,AC,AC_9,ENSMUSG00000019888,Mgat4c,0.2644349699256184
Tafa1,AC,AC_9,ENSMUSG00000059187,Tafa1,0.312806485842846
Nfia,AC,AC_9,ENSMUSG00000028565,Nfia,0.2543191521451129
Prkg1,AC,AC_9,ENSMUSG00000052920,Prkg1,0.2997603636100976
Tfap2b,AC,AC_9,ENSMUSG00000025927,Tfap2b,0.2440591719424506
Kirrel3,AC,AC_9,ENSMUSG00000032036,Kirrel3,0.226602535894858
Egfem1,AC,AC_9,ENSMUSG00000063600,Egfem1,0.2488812206277093
