Gene,Cell Type,Gene,Coefficient
Csmd1,AC_45,Csmd1,0.3246430718448935
Erbb4,AC_45,Erbb4,0.2108194895388149
Ralyl,AC_45,Ralyl,0.2607613656881264
Stmn2,AC_45,Stmn2,0.3315842888758928
Dmd,AC_45,Dmd,0.277179525948825
Nav3,AC_45,Nav3,0.4427092254044039
Zfp804a,AC_46,Zfp804a,0.213954368692611
Pcdh9,AC_46,Pcdh9,0.1846171901677772
Mgat4c,AC_46,Mgat4c,0.246693017061767
Cntn5,AC_46,Cntn5,0.4075605618933662
Tfap2b,AC_46,Tfap2b,0.1723661457255041
Kcnh7,AC_46,Kcnh7,0.2052876579800354
Unc5c,AC_46,Unc5c,0.1663109600497105
Rbfox1,AC_46,Rbfox1,0.3229242494691055
Luzp2,AC_46,Luzp2,0.1721383229514838
Pcdh17,AC_46,Pcdh17,0.2164888356053881
C1ql1,AC_46,C1ql1,0.4361653646957149
Sdk1,AC_46,Sdk1,0.2187362098206805
Nefm,AC_46,Nefm,0.2594293698304744
Spock1,AC_46,Spock1,0.1705454356898962
Filip1l,AC_46,Filip1l,0.3427931805881323
C1ql2,AC_46,C1ql2,0.2263178040864404
Slit2,AC_47,Slit2,0.3081482491015621
Tac2,AC_47,Tac2,0.4144914039357855
Meis2,AC_47,Meis2,0.1715426537268229
Lrrtm4,AC_47,Lrrtm4,0.4693934059666542
Lrrc4c,AC_47,Lrrc4c,0.2624208632980613
Pcp4,AC_47,Pcp4,0.1819675124397815
Tfap2b,AC_47,Tfap2b,0.2467791488669968
Cngb3,AC_47,Cngb3,0.2843192475580791
Sorcs1,AC_47,Sorcs1,0.1760152942467139
Grm7,AC_47,Grm7,0.2123446440791663
Cbln2,AC_47,Cbln2,0.356403202413591
Zmat4,AC_47,Zmat4,0.1881041996465376
Lingo2,AC_47,Lingo2,0.2073609524955758
Csmd3,AC_47,Csmd3,0.1682467917572658
Vip,AC_47,Vip,0.1707094014910518
Tac2,AC_48,Tac2,0.8229452424450693
Cplx2,AC_48,Cplx2,0.1921276778394616
Fgf14,AC_48,Fgf14,0.1196282829092227
Stmn2,AC_48,Stmn2,0.2824259005766754
C1ql2,AC_48,C1ql2,0.2000585505336297
Sdk1,AC_48,Sdk1,0.1909709278022416
C1ql1,AC_48,C1ql1,0.3659530929296564
Sorcs1,AC_48,Sorcs1,0.2703089088379201
Lrrc4c,AC_48,Lrrc4c,0.2760540713675921
Etl4,AC_48,Etl4,0.1491360302961251
Nav3,AC_48,Nav3,0.1270009179006913
Kcnq5,AC_48,Kcnq5,0.2489802520331356
Grid2,AC_48,Grid2,0.2543012704071117
Cpne5,AC_48,Cpne5,0.1212196191920374
Cxcl14,AC_48,Cxcl14,0.2583124070477315
Grm8,AC_48,Grm8,0.144460556946237
Nrg1_ENSMUSG00000062991,AC_48,Nrg1_ENSMUSG00000062991,0.2158898331079559
Lrp1b,AC_48,Lrp1b,0.3370986458444661
Vgf,AC_49,Vgf,0.2267991737191511
Slc6a1,AC_49,Slc6a1,0.1997203729299898
Slc8a1,AC_49,Slc8a1,0.1881645042952544
Dscam,AC_49,Dscam,0.1916385344594614
Mgat4c,AC_49,Mgat4c,0.267721093220477
Phlda1,AC_49,Phlda1,0.2437998319516706
Tfap2b,AC_49,Tfap2b,0.216456709668759
Nav2,AC_49,Nav2,0.2028317795957709
Ptprk,AC_49,Ptprk,0.1868601977619171
Kcnc2,AC_49,Kcnc2,0.2129196108141861
Tkt,AC_49,Tkt,0.1912278017149511
Dlgap2,AC_49,Dlgap2,0.2283029184108509
Cdh20,AC_49,Cdh20,0.2425489833403641
Frmd5,AC_49,Frmd5,0.1881439283207688
Lingo2,AC_49,Lingo2,0.260420024203138
Pcdh17,AC_49,Pcdh17,0.1828394095009621
Esrrg,AC_49,Esrrg,0.2791589789611628
Gad1,AC_49,Gad1,0.2490955318360981
Shisa8,AC_49,Shisa8,0.3688203666072583
Ptprm,AC_5,Ptprm,0.2657940543793285
Galnt18,AC_5,Galnt18,0.2680780679186045
Pcdh9,AC_5,Pcdh9,0.2839577306630368
Pantr1,AC_5,Pantr1,0.4742593096524543
Chrm3,AC_5,Chrm3,0.2327017028773244
Kcnip1,AC_5,Kcnip1,0.2681664166538346
Pcp4,AC_5,Pcp4,0.4157423832102918
C1ql2,AC_5,C1ql2,0.4761464066404599
Gad1,AC_5,Gad1,0.3508274686288269
Tfap2b,AC_5,Tfap2b,0.2607243588577314
Tenm3,AC_5,Tenm3,0.2330266308125249
Kcnd3,AC_5,Kcnd3,0.2926591206156793
Khdrbs2,AC_5,Khdrbs2,0.2353270438479084
Hpgd,AC_5,Hpgd,0.3742747756431653
Dkk3,AC_5,Dkk3,0.4930801771505848
Glra3,AC_5,Glra3,0.2422850516686341
Nckap5,AC_5,Nckap5,0.3333586336643
Tafa1,AC_5,Tafa1,0.277558787816412
Lingo2,AC_5,Lingo2,0.434907202714597
Ldb2,AC_50,Ldb2,0.3342553275730318
Nav2,AC_50,Nav2,0.2861659997389524
Fxyd6,AC_50,Fxyd6,0.2023418918903123
Cntn5,AC_50,Cntn5,0.1861234585119596
Erbb4,AC_50,Erbb4,0.4227403551462026
Lrrc4c,AC_50,Lrrc4c,0.1986444125245864
Ptprk,AC_50,Ptprk,0.2316765329900017
Unc5c,AC_50,Unc5c,0.2169737710630881
Lingo2,AC_50,Lingo2,0.2856105919547654
Galntl6,AC_50,Galntl6,0.3431755517139962
C1ql3,AC_50,C1ql3,0.4918751112226653
C1ql1,AC_50,C1ql1,0.2217459704534154
C1ql2,AC_50,C1ql2,0.160013784273476
Adarb2,AC_50,Adarb2,0.4621214227787323
Brinp3,AC_50,Brinp3,0.1932131133002172
Cntnap5a,AC_50,Cntnap5a,0.2425323172258105
Plcb1,AC_50,Plcb1,0.1915930671388383
Dgkb,AC_50,Dgkb,0.1552042301356269
Nr4a2,AC_51,Nr4a2,0.1771347240946908
Vgf,AC_51,Vgf,0.1359345689332809
Epha3,AC_51,Epha3,0.1417690055193985
Gabra2,AC_51,Gabra2,0.2387433489942925
Mast4,AC_51,Mast4,0.1785659339523758
Epha6,AC_51,Epha6,0.1283827525853758
Kalrn,AC_51,Kalrn,0.2081392792573968
Dpp10,AC_51,Dpp10,0.1806625529179859
Cntn5,AC_51,Cntn5,0.1428495245304363
Rnf220,AC_51,Rnf220,0.2384349785130756
Adamtsl1,AC_51,Adamtsl1,0.292158189587636
Hcn1,AC_51,Hcn1,0.3011661083124712
Sema6a,AC_51,Sema6a,0.1853536468008108
Lrp1b,AC_51,Lrp1b,0.1893679593643311
Pcdh17,AC_51,Pcdh17,0.2112436732871034
Vsnl1,AC_51,Vsnl1,0.1360699050404263
Man1a,AC_51,Man1a,0.1390076602343881
Ralyl,AC_51,Ralyl,0.2194476818128097
Nnat,AC_51,Nnat,0.4636722398188106
Efna5,AC_52,Efna5,0.190448592793548
Chst9,AC_52,Chst9,0.1869078855326182
Galntl6,AC_52,Galntl6,0.5501287444481191
Marchf1,AC_52,Marchf1,0.1926937183985124
Fxyd6,AC_52,Fxyd6,0.1813283302457659
Lrfn5,AC_52,Lrfn5,0.3488398268721346
Stmn2,AC_52,Stmn2,0.2516555762597516
C1ql3,AC_52,C1ql3,0.5807283282038731
Rbms3,AC_52,Rbms3,0.3528549876685419
Cngb3,AC_52,Cngb3,0.2299003942764949
Rbfox1,AC_52,Rbfox1,0.229456376656399
Opcml,AC_52,Opcml,0.3228997920167371
Stxbp6,AC_52,Stxbp6,0.348206483723042
Vsnl1,AC_52,Vsnl1,0.1782142663032287
Cdh20,AC_52,Cdh20,0.2299650514370568
Cntnap5b,AC_52,Cntnap5b,0.300953598741908
Cacna2d1,AC_52,Cacna2d1,0.2235388905450073
Tfap2b,AC_53,Tfap2b,0.0013125404686421
Cbln2,AC_53,Cbln2,0.0096721363615664
Ptpro,AC_53,Ptpro,0.0041308189875023
A930001A20Rik,AC_53,A930001A20Rik,0.0010904913549555
Olfm3,AC_53,Olfm3,0.0117423453652321
Igfbp2,AC_53,Igfbp2,0.007689960848921
Gfra1,AC_53,Gfra1,0.0033079260929132
Fxyd6,AC_54,Fxyd6,0.323332156590478
Ywhah,AC_54,Ywhah,0.1231602372927128
Stmn2,AC_54,Stmn2,0.1396557306331923
Cntn5,AC_54,Cntn5,0.1371978606086358
Dpp10,AC_54,Dpp10,0.1415033756766631
Mgat4c,AC_54,Mgat4c,0.2535378203365419
Tfap2b,AC_54,Tfap2b,0.1141575562396148
Dlgap2,AC_54,Dlgap2,0.113036286750021
Nav2,AC_54,Nav2,0.1220066295398037
Slc32a1,AC_54,Slc32a1,0.128667690782059
Cdh6,AC_54,Cdh6,0.1462567496285512
Tac2,AC_54,Tac2,0.5138789065139255
Meis2,AC_54,Meis2,0.1470251577710496
Kalrn,AC_54,Kalrn,0.1166516297898908
Cpne5,AC_54,Cpne5,0.1352856267305873
Ptprt,AC_54,Ptprt,0.1305493615515593
Sorcs1,AC_54,Sorcs1,0.1571326626187296
Nrg1_ENSMUSG00000062991,AC_54,Nrg1_ENSMUSG00000062991,0.2033071631641598
Schip1,AC_54,Schip1,0.1938736046844677
Csmd3,AC_55,Csmd3,0.2042231701986251
Lrrtm4,AC_55,Lrrtm4,0.2267633616861016
Lingo2,AC_55,Lingo2,0.2048992380011075
Lrrc4c,AC_55,Lrrc4c,0.3245584538373189
Cbln2,AC_55,Cbln2,0.2588374163688279
Sorcs3,AC_55,Sorcs3,0.3056072619619255
Galnt18,AC_55,Galnt18,0.2397520865365868
Rnf220,AC_55,Rnf220,0.2392796123097902
Glul,AC_55,Glul,0.2376561637601877
Pcdh7,AC_55,Pcdh7,0.3362176378179249
Gabra2,AC_55,Gabra2,0.2107784023241292
Mafb,AC_55,Mafb,0.2935369014423274
Nnat,AC_55,Nnat,0.31105126045195
Cngb3,AC_55,Cngb3,0.2291243815438175
Csmd1,AC_55,Csmd1,0.4663869466942933
Slc24a3,AC_55,Slc24a3,0.2122491048318374
Nr4a2,AC_55,Nr4a2,0.3076151647104314
Spp1,AC_55,Spp1,0.2077087180871428
Mast4,AC_55,Mast4,0.2204060689433904
Junb,AC_56,Junb,0.322993588930219
Grm1,AC_56,Grm1,0.4835299579700035
Pde3a,AC_56,Pde3a,0.3520342323933019
Tfap2b,AC_56,Tfap2b,0.406747091629335
Cntn5,AC_56,Cntn5,0.5033232113254893
Fos,AC_56,Fos,0.7009778832276856
Kcnd2,AC_56,Kcnd2,0.3015805147377027
Ptprm,AC_56,Ptprm,0.3254253762426833
Nrg1_ENSMUSG00000062991,AC_56,Nrg1_ENSMUSG00000062991,0.3949143189196842
Mgat4c,AC_56,Mgat4c,0.2815016478781235
Grid2,AC_56,Grid2,0.4260732918442101
Plxna4,AC_56,Plxna4,0.2693149962131143
Gnb3,AC_56,Gnb3,0.3339757956505625
Alk,AC_56,Alk,0.3077765906472007
Pantr1,AC_56,Pantr1,0.4153747684030198
Xist,AC_56,Xist,0.2743226988708753
Pcp2,AC_56,Pcp2,0.329730227443904
Tafa2,AC_57,Tafa2,0.2873061208607831
Gabra2,AC_57,Gabra2,0.1594860812270273
Kirrel3,AC_57,Kirrel3,0.2334619364347884
Gabrg3,AC_57,Gabrg3,0.2621669740767919
Zmat4,AC_57,Zmat4,0.2084134995022958
Serpine2,AC_57,Serpine2,0.2019422117912214
Pcdh15,AC_57,Pcdh15,0.4236373959813272
Cbln2,AC_57,Cbln2,0.1509058802005943
Fxyd6,AC_57,Fxyd6,0.2062152724233011
Lingo2,AC_57,Lingo2,0.2160906802308477
Tmeff2,AC_57,Tmeff2,0.3378593340049352
Nr4a2,AC_57,Nr4a2,0.1673924988806148
Csmd1,AC_57,Csmd1,0.1662927968932616
Cpm,AC_57,Cpm,0.1525527202008177
Stmn2,AC_57,Stmn2,0.1693714344157031
Sgcz,AC_57,Sgcz,0.4095264472563561
Plcb1,AC_57,Plcb1,0.2380424572013344
Sorcs1,AC_57,Sorcs1,0.4022778497858019
Kcnq5,AC_58,Kcnq5,0.3233755289792832
Pcdh17,AC_58,Pcdh17,0.2600747449361059
Prkg1,AC_58,Prkg1,0.24948556001998
Alcam,AC_58,Alcam,0.1964275460800289
Galntl6,AC_58,Galntl6,0.600125499931674
Epha6,AC_58,Epha6,0.4337800117394593
Cdh8,AC_58,Cdh8,0.2383622365412808
Ncam2,AC_58,Ncam2,0.178048409440445
Gpc6,AC_58,Gpc6,0.2322407956033493
Ralyl,AC_58,Ralyl,0.3072721690752794
Synpr,AC_58,Synpr,0.1608639327426238
Tafa1,AC_58,Tafa1,0.4226343117908331
Hcn1,AC_58,Hcn1,0.1806642606895739
Adarb2,AC_58,Adarb2,0.2466187791571621
Nrg1_ENSMUSG00000062991,AC_58,Nrg1_ENSMUSG00000062991,0.1689886788300178
Lrp1b,AC_58,Lrp1b,0.1601019538639049
Grm7,AC_58,Grm7,0.227869829918273
Pcdh9,AC_58,Pcdh9,0.4019584942044572
Tafa1,AC_59,Tafa1,0.2964213845830892
Sox5,AC_59,Sox5,0.528641803200313
Alcam,AC_59,Alcam,0.2591975254139954
Unc5d,AC_59,Unc5d,0.3310030220695014
Serpine2,AC_59,Serpine2,0.3226560454560299
Sorcs1,AC_59,Sorcs1,0.3723077111938335
Cngb3,AC_59,Cngb3,0.3614401194978809
Ptprt,AC_59,Ptprt,0.2809345717628584
C130073E24Rik,AC_59,C130073E24Rik,0.2810766469911099
Fxyd6,AC_59,Fxyd6,0.449511060331072
Penk,AC_59,Penk,0.4751857889429762
Mast4,AC_59,Mast4,0.2610514303586678
Cbln2,AC_59,Cbln2,0.3132243650596725
Igfbp2,AC_59,Igfbp2,0.2482036423510982
Mgat4c,AC_59,Mgat4c,0.2793993627009188
Ptprm,AC_59,Ptprm,0.3442902904573247
Erbb4,AC_59,Erbb4,0.3017715948046101
Plxdc2,AC_59,Plxdc2,0.2479513304168559
Olfm3,AC_6,Olfm3,0.6529380241655871
Stxbp6,AC_6,Stxbp6,0.251649246981838
Slc24a2,AC_6,Slc24a2,0.3439233815481146
Cbln2,AC_6,Cbln2,0.3971181306674227
Astn2,AC_6,Astn2,0.3083888374696314
Ptpro,AC_6,Ptpro,0.2254017709794314
Gfra1,AC_6,Gfra1,0.2759177456037962
Cdh20,AC_6,Cdh20,0.3151453881191262
Id4,AC_6,Id4,0.2900757079440272
Robo1,AC_6,Robo1,0.450543113322149
Lrrc4c,AC_6,Lrrc4c,0.2908624194567342
Prkca,AC_6,Prkca,0.3643193239597965
P3h2,AC_6,P3h2,0.259052811767946
Arhgef26,AC_6,Arhgef26,0.2830376462001492
Pde3a,AC_6,Pde3a,0.2617802173324361
Aldoc,AC_6,Aldoc,0.3630106509879981
Igfbp2,AC_6,Igfbp2,0.6196526967758749
Gabra1,AC_6,Gabra1,0.3574924900032262
Dlgap2,AC_61,Dlgap2,0.2354951791785154
C1ql2,AC_61,C1ql2,0.2541359239072832
Nkain3,AC_61,Nkain3,0.2707528676635
Tfap2b,AC_61,Tfap2b,0.237781866614728
Filip1l,AC_61,Filip1l,0.3930475291198564
Lingo2,AC_61,Lingo2,0.4428650566076432
Lrrtm4,AC_61,Lrrtm4,0.2646415813856294
Zmat4,AC_61,Zmat4,0.3409925963070929
Grid2,AC_61,Grid2,0.2522047792886566
Cdh20,AC_61,Cdh20,0.5218556189517299
Gabrg3,AC_61,Gabrg3,0.371333620292173
Spock1,AC_61,Spock1,0.2707914932645231
C1ql1,AC_61,C1ql1,0.2654394090623858
Csmd1,AC_61,Csmd1,0.2425932554297785
Cbln2,AC_61,Cbln2,0.4682599793043444
Erbb4,AC_61,Erbb4,0.2299892040588916
Epha3,AC_61,Epha3,0.5068086195200697
Cpm,AC_62,Cpm,0.0004275193521642
Tac2,AC_63,Tac2,0.3175600108667412
Sorcs1,AC_63,Sorcs1,0.1013669807256821
Dlgap1,AC_63,Dlgap1,0.0719796196951353
Galntl6,AC_63,Galntl6,0.0874956701047548
Nav3,AC_63,Nav3,0.100420476775785
Scg2,AC_63,Scg2,0.130374094210644
Mgat4c,AC_63,Mgat4c,0.1511931455009316
Tac1,AC_63,Tac1,0.1780296254576834
Frmpd4,AC_63,Frmpd4,0.1099081728106076
Vgf,AC_63,Vgf,0.1088552160684281
Kalrn,AC_63,Kalrn,0.0911578393146881
Lrp1b,AC_63,Lrp1b,0.0731894048544264
Dpp10,AC_63,Dpp10,0.1521105969086668
Resp18,AC_63,Resp18,0.1388360433461973
Tenm1,AC_63,Tenm1,0.1496129688346408
Nrg3,AC_63,Nrg3,0.091226236040959
Nrg1_ENSMUSG00000062991,AC_63,Nrg1_ENSMUSG00000062991,0.154894548455667
Fgf14,AC_63,Fgf14,0.1550726950983172
Robo1,AC_63,Robo1,0.0808779985429232
C1ql2,AC_7,C1ql2,0.3407976832171025
Reln,AC_7,Reln,0.4958752181287195
Cntn5,AC_7,Cntn5,0.4792336477295891
AI593442,AC_7,AI593442,0.4160391454949876
Zmat4,AC_7,Zmat4,0.4228743889568094
Robo1,AC_7,Robo1,0.8267943806989126
Gas7,AC_7,Gas7,0.3201372562151734
Chst9,AC_7,Chst9,0.5785451897740012
Sema6a,AC_7,Sema6a,0.3367337962348126
Pcdh17,AC_7,Pcdh17,0.6708110652567651
Tac1,AC_7,Tac1,0.3727011406514583
Cxcl14,AC_7,Cxcl14,1.0572985555517898
Prkg1,AC_7,Prkg1,0.4152834479425001
Nkain2,AC_7,Nkain2,0.3384486192935951
Stxbp6,AC_7,Stxbp6,0.3984355567492972
Sema6a,AC_8,Sema6a,0.2428766956499274
Sdk1,AC_8,Sdk1,0.3132463583860685
Galnt17,AC_8,Galnt17,0.2587543585647183
C1ql2,AC_8,C1ql2,0.2566386240458231
Chrm3,AC_8,Chrm3,0.3290073422345491
C1ql1,AC_8,C1ql1,0.3853822791328542
Kcnab1,AC_8,Kcnab1,0.2377551715542027
Cpne5,AC_8,Cpne5,0.2060303382234963
Car2,AC_8,Car2,0.4243757972055719
Unc13c,AC_8,Unc13c,0.4784924139513386
Sox5,AC_8,Sox5,0.2981110826120935
Cdkn1c,AC_8,Cdkn1c,0.2653124448490384
Kirrel3,AC_8,Kirrel3,0.8411197574944571
Lrrc4c,AC_8,Lrrc4c,0.3660143256803435
Rnf220,AC_8,Rnf220,0.4485399981059567
Chgb,AC_8,Chgb,0.2056296177714274
Cntnap2,AC_8,Cntnap2,0.2079781031364849
Ralyl,AC_8,Ralyl,0.2437489889994523
Tfap2b,AC_8,Tfap2b,0.3635795649870659
Mgat4c,AC_9,Mgat4c,0.3584315810414848
Trhde,AC_9,Trhde,0.4904477221624359
Kirrel3,AC_9,Kirrel3,0.1959767287474494
Spock3,AC_9,Spock3,0.2542933317843647
Lamp5,AC_9,Lamp5,0.3160028489291664
Zfp804a,AC_9,Zfp804a,0.2171358044066915
Prkg1,AC_9,Prkg1,0.2300409772598806
Nfia,AC_9,Nfia,0.2490620758006058
Car2,AC_9,Car2,0.1958019050597061
Grid2,AC_9,Grid2,0.2558990315680479
Tfap2b,AC_9,Tfap2b,0.2070350410197005
Sorcs1,AC_9,Sorcs1,0.2844913379397812
Tafa1,AC_9,Tafa1,0.3820124224310078
Egfem1,AC_9,Egfem1,0.2851775928608274
Hpgd,AC_9,Hpgd,0.2139291326439595
A930001A20Rik,AC_9,A930001A20Rik,0.3568275310335602
Slc6a1,AC_9,Slc6a1,0.2874313033436479
Csrp1,Astrocyte,Csrp1,0.1635212787974176
Junb,Astrocyte,Junb,0.169427141314123
Hspa1a,Astrocyte,Hspa1a,0.4275818109864072
Mlc1,Astrocyte,Mlc1,0.1576760806188205
Dnajb1,Astrocyte,Dnajb1,0.1777726911052013
Vcl,Astrocyte,Vcl,0.2906782868278312
Zswim6,Astrocyte,Zswim6,0.1640421040518459
Ccn1,Astrocyte,Ccn1,0.2171485780477288
Ppp1r15a,Astrocyte,Ppp1r15a,0.1608687263320745
S100b,Astrocyte,S100b,0.2426588003663001
Creb5,Astrocyte,Creb5,0.3201515158167459
Wwtr1,Astrocyte,Wwtr1,0.1877854859248609
Fosb,Astrocyte,Fosb,0.2965716545857423
Aldoc,Astrocyte,Aldoc,0.1715274790647015
Atf3,Astrocyte,Atf3,0.2270114608110786
Egr1,Astrocyte,Egr1,0.1873363387578571
Fos,Astrocyte,Fos,0.3082817803571528
Gfap,Astrocyte,Gfap,0.2603657537934283
Eftud2,Astrocyte,Eftud2,0.4056064131040759
Glul,BC,Glul,0.6147581461540808
Csmd1,BC,Csmd1,0.4729130476495426
Ncam2,BC,Ncam2,0.525270955630892
Trpm3,BC,Trpm3,0.3590405005461554
Asic2,BC,Asic2,0.3189426973292842
Tmsb4x,BC,Tmsb4x,0.3391128686631126
Slc1a3,BC,Slc1a3,0.3353323328331001
Cck,BC,Cck,0.3981925416445253
St18,BC,St18,0.3172416070793635
Tnnt1,BC,Tnnt1,0.4066322987675733
Mylk,BC1A,Mylk,0.3325967282764446
Pals2,BC1A,Pals2,0.2751991159540406
Pde1a,BC1A,Pde1a,0.209249326488772
Gabrb1,BC1A,Gabrb1,0.3287724249356696
Gabra1,BC1A,Gabra1,0.4129190349057789
Galntl6,BC1A,Galntl6,0.3221987501453197
Tenm3,BC1A,Tenm3,0.2132757833950844
Tmeff2,BC1A,Tmeff2,0.4011071419388102
Rpgrip1,BC1A,Rpgrip1,0.4475019223781334
Ldb2,BC1A,Ldb2,0.2170128746138555
Slit2,BC1A,Slit2,0.6429563477557108
Pcdh17,BC1A,Pcdh17,1.0071172889706177
Frmd3,BC1A,Frmd3,0.2118083292956307
Nxph1,BC1B,Nxph1,0.8309890678351636
Ncam2,BC1B,Ncam2,0.417468673654131
Ldb2,BC1B,Ldb2,0.2015606721514513
Zfhx4,BC1B,Zfhx4,0.2109085126521098
Fn1,BC1B,Fn1,0.1922134525999071
Pcdh10,BC1B,Pcdh10,0.4584290159586437
Cdh8,BC1B,Cdh8,0.2344118499823868
Cabp5,BC1B,Cabp5,0.6305542348055714
Car2,BC1B,Car2,0.4153094164575879
Vsx2,BC1B,Vsx2,0.2114815246617393
Gm20754,BC1B,Gm20754,0.279230343073071
Grm5,BC1B,Grm5,0.3014536482796924
Chrm2,BC2,Chrm2,0.219862378154278
Pcp4l1,BC2,Pcp4l1,0.2379356396559283
Ebf1,BC2,Ebf1,0.3248088669210074
Scg2,BC2,Scg2,0.213498137625218
Zfhx4,BC2,Zfhx4,0.2253706657325816
Bhlhe22,BC2,Bhlhe22,0.2044687187028857
Tnnt1,BC2,Tnnt1,0.2696486630265368
Pde1a,BC2,Pde1a,0.2495109703084071
Pcp4,BC2,Pcp4,0.1811591618663265
Slit2,BC2,Slit2,0.2426292414395865
Ntng1,BC2,Ntng1,0.1910796078154964
Nxph1,BC2,Nxph1,0.4266116239029607
Lamp5,BC2,Lamp5,0.2786686932361532
Neto1,BC2,Neto1,0.5861395805741263
Cdh8,BC2,Cdh8,0.3481762399229391
Rcvrn,BC2,Rcvrn,0.1827350883914327
Galntl6,BC2,Galntl6,0.3279775802183111
Tmeff2,BC2,Tmeff2,0.2296955721298241
Ntng1,BC3A,Ntng1,0.3375677244138748
Kcnh7,BC3A,Kcnh7,0.3963227177887563
Zfhx4,BC3A,Zfhx4,0.2202380301491613
Gm20754,BC3A,Gm20754,0.342344710801396
Epha3,BC3A,Epha3,0.1890744540225885
Cabp5,BC3A,Cabp5,0.2536710560908631
Scg2,BC3A,Scg2,0.2571122140446505
Clstn2,BC3A,Clstn2,0.1838916726840781
Scgn,BC3A,Scgn,0.2142087129714182
Grik1,BC3A,Grik1,0.3870506160149652
Pcp2,BC3A,Pcp2,0.2626077996351999
Erbb4,BC3A,Erbb4,0.6766284310937072
Atp2b1,BC3A,Atp2b1,0.2236737095987507
Csmd3,BC3A,Csmd3,0.1710957965367773
Cntnap5a,BC3A,Cntnap5a,0.2010218090113327
Slit2,BC3A,Slit2,0.6056331145159992
Cdh18,BC3A,Cdh18,0.2433697577137339
Gsg1,BC3A,Gsg1,0.576002844602371
Kirrel3,BC3B,Kirrel3,0.6837750647552331
Cngb3,BC3B,Cngb3,0.6009256236358387
Sulf1,BC3B,Sulf1,0.4648903738878479
Adamtsl1,BC3B,Adamtsl1,0.3760419796712005
Grik1,BC3B,Grik1,1.4272741486483764
Meis2,BC3B,Meis2,0.465405904630372
Gnat2,BC3B,Gnat2,0.3188486574785309
Gngt2,BC3B,Gngt2,0.408312364976206
Tenm3,BC3B,Tenm3,0.4398816530398525
Sgcz,BC3B,Sgcz,0.5556042272252352
Cabp5,BC3B,Cabp5,0.5324786974039021
Gsg1,BC3B,Gsg1,0.6968166763109253
Nnat,BC3B,Nnat,1.0558905391063322
Grik1,BC4,Grik1,0.49573208690774
Cacna2d1,BC4,Cacna2d1,0.2548367713968895
Nfib,BC4,Nfib,0.2933235338689582
Gsg1,BC4,Gsg1,0.2514573171472027
Ptprm,BC4,Ptprm,0.2555047817273997
Pcp4,BC4,Pcp4,0.2790521738465401
Rpgrip1,BC4,Rpgrip1,0.4129976444109248
Gabrr3,BC4,Gabrr3,0.334318962822264
Cdh12,BC4,Cdh12,0.2722252227782537
Kctd16,BC4,Kctd16,0.2778967660419297
Camk4,BC4,Camk4,0.3030120449010314
Scgn,BC4,Scgn,0.5944526280342209
Kcnd3,BC4,Kcnd3,0.5359700638317957
Cabp5,BC5A,Cabp5,0.5857608794625415
Nfia,BC5A,Nfia,0.3050992907775023
Slc24a2,BC5A,Slc24a2,0.3760861039422546
Man1a,BC5A,Man1a,0.2551151566771942
Grm6,BC5A,Grm6,0.3897538900864031
Cntn5,BC5A,Cntn5,0.7772483580144771
Ptprt,BC5A,Ptprt,0.4337609481512064
Slc8a1,BC5A,Slc8a1,0.6431296137453322
Gabrr2,BC5A,Gabrr2,0.3869185770485741
Sox6,BC5A,Sox6,0.9408989371533036
Hs3st4,BC5A,Hs3st4,0.5101920134241025
Egr1,BC5A,Egr1,0.3644257529715498
Il1rapl2,BC5A,Il1rapl2,0.3496654544388605
Esrrg,BC5B,Esrrg,0.3118218270149029
Cdh18,BC5B,Cdh18,0.3057259752901923
Epb41l2,BC5B,Epb41l2,0.2646399295794341
Adarb2,BC5B,Adarb2,0.4587553457858547
Thrb,BC5B,Thrb,0.2663462259036858
Gm20754,BC5B,Gm20754,0.2504248473081661
Gngt1,BC5B,Gngt1,0.427647750226299
Epha3,BC5B,Epha3,0.2956856007010366
Ndnf,BC5B,Ndnf,0.2780508713530947
Chrm2,BC5B,Chrm2,0.4100923855287811
Cngb3,BC5B,Cngb3,0.3240204204192431
Prph2,BC5B,Prph2,0.3028200600522697
Scg2,BC5B,Scg2,0.3348387602482725
Cabp5,BC5B,Cabp5,0.4475724343663004
Nnat,BC5B,Nnat,0.3152282639251984
Brinp3,BC5B,Brinp3,0.4045441291595054
Sphkap,BC5B,Sphkap,0.2646426986845218
Nwd2,BC5B,Nwd2,0.2935354598306004
Pcdh7,BC5B,Pcdh7,0.2962407101952024
Kcnb2,BC5C,Kcnb2,0.4108704008740992
Csmd1,BC5C,Csmd1,0.5324663101466375
Nfib,BC5C,Nfib,0.3644842147910386
Pcp2,BC5C,Pcp2,0.4981829023214013
Vwc2l,BC5C,Vwc2l,0.4859225246598287
Gabrr3,BC5C,Gabrr3,0.4681378743575289
Pcp4,BC5C,Pcp4,0.4184343353761742
Cntn5,BC5C,Cntn5,0.3734248282286521
Cntn4,BC5C,Cntn4,0.3452343188493858
Tmem200a,BC5C,Tmem200a,0.2955788598937239
Anks1b,BC5C,Anks1b,0.3101337673630497
Tenm2,BC5C,Tenm2,0.439350289208078
Gsg1,BC5C,Gsg1,0.3051774534675239
Chrm3,BC5C,Chrm3,0.3223447114128134
Inpp4b,BC5C,Inpp4b,0.2908456797256466
Epha7,BC5D,Epha7,0.2651092907696702
