Name,Marker,MajorMinor,Set,Original_Marker,Original_Name
"M3, M5, OR M6",Aldoc,Minor,Query,Aldoc,22_M5
"M3, M5, OR M6",Sox6,Minor,Query,Sox6,22_M5
"M3, M5, OR M6",Tenm3,Minor,Query,Tenm3,22_M5
"M3, M5, OR M6",Gpc5,Minor,Query,Gpc5,22_M5
"M3, M5, OR M6",Pcdh15,Minor,Query,Pcdh15,22_M5
"M3, M5, OR M6",Rgs6,Minor,Query,Rgs6,22_M5
"M3, M5, OR M6",Sgcd,Minor,Query,Sgcd,22_M5
"M3, M5, OR M6",Lrp1b,Minor,Query,Lrp1b,22_M5
"M3, M5, OR M6",Kirrel3,Minor,Query,Kirrel3,22_M5
"M3, M5, OR M6",Hs3st4,Minor,Query,Hs3st4,22_M5
"M3, M5, OR M6",Pcp4,Minor,Query,Pcp4,22_M5
"M3, M5, OR M6",Ctxn3,Minor,Query,Ctxn3,22_M5
"M3, M5, OR M6",Mgat4c,Minor,Query,Mgat4c,22_M5
"M3, M5, OR M6",Pcp4l1,Minor,Query,Pcp4l1,22_M5
W3D2,Chrm2,Minor,Query,Chrm2,23_W3D2
W3D2,Dpp10,Minor,Query,Dpp10,23_W3D2
W3D2,Egfem1,Minor,Query,Egfem1,23_W3D2
W3D2,6330411d24rik,Minor,Query,6330411D24Rik,23_W3D2
W3D2,Maml2,Minor,Query,Maml2,23_W3D2
W3D2,Ptn,Minor,Query,Ptn,23_W3D2
W3D2,Mafb,Minor,Query,Mafb,23_W3D2
W3D2,Lrrc4c,Minor,Query,Lrrc4c,23_W3D2
W3D2,Pvalb,Minor,Query,Pvalb,23_W3D2
W3D2,Rbfox1,Minor,Query,Rbfox1,23_W3D2
W3D2,Kcnd2,Minor,Query,Kcnd2,23_W3D2
W3D2,Isl1,Minor,Query,Isl1,23_W3D2
W3D2,Nrn1,Minor,Query,Nrn1,23_W3D2
W3D2,Grm7,Minor,Query,Grm7,23_W3D2
W3D2,Hpgd,Minor,Query,Hpgd,23_W3D2
W3D2,Pcdh7,Minor,Query,Pcdh7,23_W3D2
W3D2,Gabrg3,Minor,Query,Gabrg3,23_W3D2
W3D2,Tppp3,Minor,Query,Tppp3,23_W3D2
W3D2,Grm1,Minor,Query,Grm1,23_W3D2
W3D2,Sphkap,Minor,Query,Sphkap,23_W3D2
NOVEL_24,Ptprt,Minor,Query,Ptprt,24_Novel
NOVEL_24,Pvalb,Minor,Query,Pvalb,24_Novel
NOVEL_24,Sgcz,Minor,Query,Sgcz,24_Novel
NOVEL_24,Pcdh10,Minor,Query,Pcdh10,24_Novel
NOVEL_24,Alcam,Minor,Query,Alcam,24_Novel
NOVEL_24,Sgcd,Minor,Query,Sgcd,24_Novel
NOVEL_24,Vsnl1,Minor,Query,Vsnl1,24_Novel
NOVEL_24,Pcdh9,Minor,Query,Pcdh9,24_Novel
NOVEL_24,Tppp3,Minor,Query,Tppp3,24_Novel
NOVEL_24,Clstn2,Minor,Query,Clstn2,24_Novel
NOVEL_24,Tafa2,Minor,Query,Tafa2,24_Novel
NOVEL_24,Hpgd,Minor,Query,Hpgd,24_Novel
NOVEL_24,Dpp10,Minor,Query,Dpp10,24_Novel
NOVEL_24,Rgs2,Minor,Query,Rgs2,24_Novel
NOVEL_24,Ano3,Minor,Query,Ano3,24_Novel
NOVEL_24,Gm32647,Minor,Query,Gm32647,24_Novel
NOVEL_24,Gabrg3,Minor,Query,Gabrg3,24_Novel
NOVEL_24,Egfem1,Minor,Query,Egfem1,24_Novel
NOVEL_24,Calb1,Minor,Query,Calb1,24_Novel
NOVEL_25,Zmat4,Minor,Query,Zmat4,25_Novel
NOVEL_25,Rbpms2,Minor,Query,Rbpms2,25_Novel
NOVEL_25,Ptn,Minor,Query,Ptn,25_Novel
NOVEL_25,Ralyl,Minor,Query,Ralyl,25_Novel
NOVEL_25,Nell1,Minor,Query,Nell1,25_Novel
NOVEL_25,Cplx1,Minor,Query,Cplx1,25_Novel
NOVEL_25,Nxph1,Minor,Query,Nxph1,25_Novel
NOVEL_25,Fabp5,Minor,Query,Fabp5,25_Novel
NOVEL_25,Nefm,Minor,Query,Nefm,25_Novel
NOVEL_25,Meis2,Minor,Query,Meis2,25_Novel
NOVEL_25,Kirrel3,Minor,Query,Kirrel3,25_Novel
NOVEL_25,Tafa1,Minor,Query,Tafa1,25_Novel
NOVEL_25,Inpp4b,Minor,Query,Inpp4b,25_Novel
NOVEL_25,Grid2,Minor,Query,Grid2,25_Novel
NOVEL_25,Ebf1,Minor,Query,Ebf1,25_Novel
NOVEL_25,Pcdh9,Minor,Query,Pcdh9,25_Novel
NOVEL_25,Rgs6,Minor,Query,Rgs6,25_Novel
NOVEL_25,Lrrtm4,Minor,Query,Lrrtm4,25_Novel
NOVEL_26,Meis2,Minor,Query,Meis2,26_Novel
NOVEL_26,Nxph1,Minor,Query,Nxph1,26_Novel
NOVEL_26,Aldoc,Minor,Query,Aldoc,26_Novel
NOVEL_26,Sgcz,Minor,Query,Sgcz,26_Novel
NOVEL_26,Penk,Minor,Query,Penk,26_Novel
NOVEL_26,C130073e24rik,Minor,Query,C130073E24Rik,26_Novel
NOVEL_26,Pcdh11x,Minor,Query,Pcdh11x,26_Novel
NOVEL_26,Cplx1,Minor,Query,Cplx1,26_Novel
NOVEL_26,Fabp5,Minor,Query,Fabp5,26_Novel
NOVEL_26,Vsnl1,Minor,Query,Vsnl1,26_Novel
NOVEL_26,Nell1,Minor,Query,Nell1,26_Novel
NOVEL_26,Pcdh15,Minor,Query,Pcdh15,26_Novel
NOVEL_26,Sorcs3,Minor,Query,Sorcs3,26_Novel
NOVEL_26,Sorcs1,Minor,Query,Sorcs1,26_Novel
NOVEL_26,Grm5,Minor,Query,Grm5,26_Novel
NOVEL_26,Igfbp5,Minor,Query,Igfbp5,26_Novel
NOVEL_26,Pcdh7,Minor,Query,Pcdh7,26_Novel
NOVEL_26,Lrrtm4,Minor,Query,Lrrtm4,26_Novel
NOVEL_26,Kcnq5,Minor,Query,Kcnq5,26_Novel
NOVEL_27,Cntnap2,Minor,Query,Cntnap2,27_Novel
NOVEL_27,Cplx1,Minor,Query,Cplx1,27_Novel
NOVEL_27,Nrn1,Minor,Query,Nrn1,27_Novel
NOVEL_27,Nrgn,Minor,Query,Nrgn,27_Novel
NOVEL_27,Sgcz,Minor,Query,Sgcz,27_Novel
NOVEL_27,Nefm,Minor,Query,Nefm,27_Novel
NOVEL_27,Sorcs1,Minor,Query,Sorcs1,27_Novel
NOVEL_27,Sgcd,Minor,Query,Sgcd,27_Novel
NOVEL_27,Kirrel3,Minor,Query,Kirrel3,27_Novel
NOVEL_27,Sox6,Minor,Query,Sox6,27_Novel
NOVEL_27,Pvalb,Minor,Query,Pvalb,27_Novel
NOVEL_27,Kcnip1,Minor,Query,Kcnip1,27_Novel
NOVEL_27,Atp1b1,Minor,Query,Atp1b1,27_Novel
NOVEL_27,Alk,Minor,Query,Alk,27_Novel
NOVEL_27,Sdk1,Minor,Query,Sdk1,27_Novel
NOVEL_27,Ebf3,Minor,Query,Ebf3,27_Novel
NOVEL_27,Dab1,Minor,Query,Dab1,27_Novel
NOVEL_27,Cck,Minor,Query,Cck,27_Novel
F-MIDI-OFF,Nefm,Minor,Query,Nefm,28_FmidiOFF
F-MIDI-OFF,Foxp2,Minor,Query,Foxp2,28_FmidiOFF
F-MIDI-OFF,Cntn5,Minor,Query,Cntn5,28_FmidiOFF
F-MIDI-OFF,Gabra2,Minor,Query,Gabra2,28_FmidiOFF
F-MIDI-OFF,Robo1,Minor,Query,Robo1,28_FmidiOFF
F-MIDI-OFF,Rprm,Minor,Query,Rprm,28_FmidiOFF
F-MIDI-OFF,Tac1,Minor,Query,Tac1,28_FmidiOFF
F-MIDI-OFF,Pvalb,Minor,Query,Pvalb,28_FmidiOFF
F-MIDI-OFF,Pcdh9,Minor,Query,Pcdh9,28_FmidiOFF
F-MIDI-OFF,Kcnb2,Minor,Query,Kcnb2,28_FmidiOFF
F-MIDI-OFF,Serpine2,Minor,Query,Serpine2,28_FmidiOFF
F-MIDI-OFF,Cplx2,Minor,Query,Cplx2,28_FmidiOFF
F-MIDI-OFF,Ywhah,Minor,Query,Ywhah,28_FmidiOFF
F-MIDI-OFF,Frmpd4,Minor,Query,Frmpd4,28_FmidiOFF
F-MIDI-OFF,Unc13c,Minor,Query,Unc13c,28_FmidiOFF
F-MIDI-OFF,Sphkap,Minor,Query,Sphkap,28_FmidiOFF
F-MIDI-OFF,Vsnl1,Minor,Query,Vsnl1,28_FmidiOFF
F-MIDI-OFF,Pcdh11x,Minor,Query,Pcdh11x,28_FmidiOFF
NOVEL_29,Stxbp6,Minor,Query,Stxbp6,29_Novel
NOVEL_29,Rgs4,Minor,Query,Rgs4,29_Novel
NOVEL_29,Gm32647,Minor,Query,Gm32647,29_Novel
NOVEL_29,Cpne5,Minor,Query,Cpne5,29_Novel
NOVEL_29,Lrrtm4,Minor,Query,Lrrtm4,29_Novel
NOVEL_29,Grid2,Minor,Query,Grid2,29_Novel
NOVEL_29,Isl1,Minor,Query,Isl1,29_Novel
NOVEL_29,Grm1,Minor,Query,Grm1,29_Novel
NOVEL_29,Sparcl1,Minor,Query,Sparcl1,29_Novel
NOVEL_29,Cplx1,Minor,Query,Cplx1,29_Novel
NOVEL_29,Sphkap,Minor,Query,Sphkap,29_Novel
NOVEL_29,Gabrb1,Minor,Query,Gabrb1,29_Novel
NOVEL_29,Nlgn1,Minor,Query,Nlgn1,29_Novel
NOVEL_29,Brinp3,Minor,Query,Brinp3,29_Novel
NOVEL_29,Meis2,Minor,Query,Meis2,29_Novel
NOVEL_29,Ebf1,Minor,Query,Ebf1,29_Novel
NOVEL_29,Cntnap2,Minor,Query,Cntnap2,29_Novel
W3D1,Ppp1r17,Minor,Query,Ppp1r17,2_W3D1.2
W3D1,Grin2a,Minor,Query,Grin2a,2_W3D1.2
W3D1,Pou6f2,Minor,Query,Pou6f2,2_W3D1.2
W3D1,Grm5,Minor,Query,Grm5,2_W3D1.2
W3D1,Csmd3,Minor,Query,Csmd3,2_W3D1.2
W3D1,Gpc6,Minor,Query,Gpc6,2_W3D1.2
W3D1,Cpne4,Minor,Query,Cpne4,2_W3D1.2
W3D1,Chst9,Minor,Query,Chst9,2_W3D1.2
W3D1,Sdk1,Minor,Query,Sdk1,2_W3D1.2
W3D1,Ano3,Minor,Query,Ano3,2_W3D1.2
W3D1,Tshz2,Minor,Query,Tshz2,2_W3D1.2
W3D1,D130009i18rik,Minor,Query,D130009I18Rik,2_W3D1.2
W3D1,Khdrbs2,Minor,Query,Khdrbs2,2_W3D1.2
W3D1,Tafa1,Minor,Query,Tafa1,2_W3D1.2
W3D1,Thsd7b,Minor,Query,Thsd7b,2_W3D1.2
W3D1,Tppp3,Minor,Query,Tppp3,2_W3D1.2
W3D1,Tac1,Minor,Query,Tac1,2_W3D1.2
W3D1,Nrgn,Minor,Query,Nrgn,2_W3D1.2
NOVEL_30,Thrb,Minor,Query,Thrb,30_Novel
NOVEL_30,Nkain3,Minor,Query,Nkain3,30_Novel
NOVEL_30,Vgf,Minor,Query,Vgf,30_Novel
NOVEL_30,Rbpms,Minor,Query,Rbpms,30_Novel
NOVEL_30,Cd63,Minor,Query,Cd63,30_Novel
NOVEL_30,Fos,Minor,Query,Fos,30_Novel
NOVEL_30,Cntn5,Minor,Query,Cntn5,30_Novel
NOVEL_30,Kcnd2,Minor,Query,Kcnd2,30_Novel
NOVEL_30,Pcdh7,Minor,Query,Pcdh7,30_Novel
NOVEL_30,Pou6f2,Minor,Query,Pou6f2,30_Novel
NOVEL_30,Galntl6,Minor,Query,Galntl6,30_Novel
NOVEL_30,Gm32647,Minor,Query,Gm32647,30_Novel
NOVEL_30,Lrp1b,Minor,Query,Lrp1b,30_Novel
NOVEL_30,Aldoc,Minor,Query,Aldoc,30_Novel
NOVEL_30,Trarg1,Minor,Query,Trarg1,30_Novel
NOVEL_30,Calb1,Minor,Query,Calb1,30_Novel
M2,Thsd7b,Minor,Query,Thsd7b,31_M2
M2,Dlgap1,Minor,Query,Dlgap1,31_M2
M2,Fabp5,Minor,Query,Fabp5,31_M2
M2,Gm32647,Minor,Query,Gm32647,31_M2
M2,Tbx20,Minor,Query,Tbx20,31_M2
M2,Rgs4,Minor,Query,Rgs4,31_M2
M2,Ctxn3,Minor,Query,Ctxn3,31_M2
M2,Opn4,Minor,Query,Opn4,31_M2
M2,Nell1,Minor,Query,Nell1,31_M2
M2,Man1a,Minor,Query,Man1a,31_M2
M2,Lrrc4c,Minor,Query,Lrrc4c,31_M2
M2,Pcdh9,Minor,Query,Pcdh9,31_M2
M2,Ntrk3,Minor,Query,Ntrk3,31_M2
M2,Lrp1b,Minor,Query,Lrp1b,31_M2
M2,Sdk1,Minor,Query,Sdk1,31_M2
M2,Scg2,Minor,Query,Scg2,31_M2
M2,Astn2,Minor,Query,Astn2,31_M2
M2,Spp1,Minor,Query,Spp1,31_M2
M2,Junb,Minor,Query,Junb,31_M2
M2,Igfbp5,Minor,Query,Igfbp5,31_M2
F-NOVEL,Dlgap1,Minor,Query,Dlgap1,32_F_Novel
F-NOVEL,Ptprm,Minor,Query,Ptprm,32_F_Novel
F-NOVEL,Cntnap2,Minor,Query,Cntnap2,32_F_Novel
F-NOVEL,Vsnl1,Minor,Query,Vsnl1,32_F_Novel
F-NOVEL,Egfem1,Minor,Query,Egfem1,32_F_Novel
F-NOVEL,Pals2,Minor,Query,Pals2,32_F_Novel
F-NOVEL,Scg2,Minor,Query,Scg2,32_F_Novel
F-NOVEL,Fat3,Minor,Query,Fat3,32_F_Novel
F-NOVEL,Ntng1,Minor,Query,Ntng1,32_F_Novel
F-NOVEL,Vgf,Minor,Query,Vgf,32_F_Novel
F-NOVEL,Sgcz,Minor,Query,Sgcz,32_F_Novel
F-NOVEL,Coch,Minor,Query,Coch,32_F_Novel
F-NOVEL,Foxp2,Minor,Query,Foxp2,32_F_Novel
F-NOVEL,Meis2,Minor,Query,Meis2,32_F_Novel
F-NOVEL,Lrrtm4,Minor,Query,Lrrtm4,32_F_Novel
F-NOVEL,Galntl6,Minor,Query,Galntl6,32_F_Novel
F-NOVEL,Spon1,Minor,Query,Spon1,32_F_Novel
F-NOVEL,Lmo4,Minor,Query,Lmo4,32_F_Novel
M1B,Resp18,Minor,Query,Resp18,33_M1
M1B,Asic2,Minor,Query,Asic2,33_M1
M1B,Kcnq5,Minor,Query,Kcnq5,33_M1
M1B,Rprm,Minor,Query,Rprm,33_M1
M1B,Fabp5,Minor,Query,Fabp5,33_M1
M1B,Lingo2,Minor,Query,Lingo2,33_M1
M1B,Cdh18,Minor,Query,Cdh18,33_M1
M1B,Pcdh9,Minor,Query,Pcdh9,33_M1
M1B,Opn4,Minor,Query,Opn4,33_M1
M1B,Npas3,Minor,Query,Npas3,33_M1
M1B,Gpc5,Minor,Query,Gpc5,33_M1
M1B,Synpr,Minor,Query,Synpr,33_M1
M1B,Nell1,Minor,Query,Nell1,33_M1
M1B,Clstn2,Minor,Query,Clstn2,33_M1
M1B,Crim1,Minor,Query,Crim1,33_M1
M1B,Csmd1,Minor,Query,Csmd1,33_M1
M1B,Cntnap2,Minor,Query,Cntnap2,33_M1
M1B,Cntn5,Minor,Query,Cntn5,33_M1
M1B,Cpne5,Minor,Query,Cpne5,33_M1
NOVEL_34,Ldhb,Minor,Query,Ldhb,34_Novel
NOVEL_34,Sorcs1,Minor,Query,Sorcs1,34_Novel
NOVEL_34,Sparcl1,Minor,Query,Sparcl1,34_Novel
NOVEL_34,Cntnap5a,Minor,Query,Cntnap5a,34_Novel
NOVEL_34,S100b,Minor,Query,S100b,34_Novel
NOVEL_34,Nefm,Minor,Query,Nefm,34_Novel
NOVEL_34,Lrrtm4,Minor,Query,Lrrtm4,34_Novel
NOVEL_34,Ryr3,Minor,Query,Ryr3,34_Novel
NOVEL_34,Pcdh7,Minor,Query,Pcdh7,34_Novel
NOVEL_34,Mafb,Minor,Query,Mafb,34_Novel
NOVEL_34,Kcnd2,Minor,Query,Kcnd2,34_Novel
NOVEL_34,Kcnip1,Minor,Query,Kcnip1,34_Novel
NOVEL_34,Meis2,Minor,Query,Meis2,34_Novel
NOVEL_34,Ntng1,Minor,Query,Ntng1,34_Novel
NOVEL_34,Cplx1,Minor,Query,Cplx1,34_Novel
NOVEL_34,Cpne4,Minor,Query,Cpne4,34_Novel
NOVEL_34,Tpbg,Minor,Query,Tpbg,34_Novel
NOVEL_34,Vsnl1,Minor,Query,Vsnl1,34_Novel
NOVEL_34,Sgcd,Minor,Query,Sgcd,34_Novel
NOVEL_35,Bhlhe22,Minor,Query,Bhlhe22,35_Novel
NOVEL_35,Dpp10,Minor,Query,Dpp10,35_Novel
NOVEL_35,Nkain2,Minor,Query,Nkain2,35_Novel
NOVEL_35,Kirrel3,Minor,Query,Kirrel3,35_Novel
NOVEL_35,Schip1,Minor,Query,Schip1,35_Novel
NOVEL_35,Astn2,Minor,Query,Astn2,35_Novel
NOVEL_35,Etl4,Minor,Query,Etl4,35_Novel
NOVEL_35,Hs6st3,Minor,Query,Hs6st3,35_Novel
NOVEL_35,Opcml,Minor,Query,Opcml,35_Novel
NOVEL_35,Crhbp,Minor,Query,Crhbp,35_Novel
NOVEL_35,Rbpms,Minor,Query,Rbpms,35_Novel
NOVEL_35,Trhde,Minor,Query,Trhde,35_Novel
NOVEL_35,Lrrtm4,Minor,Query,Lrrtm4,35_Novel
NOVEL_35,Ebf1,Minor,Query,Ebf1,35_Novel
NOVEL_35,Tenm3,Minor,Query,Tenm3,35_Novel
NOVEL_35,Nrg1_ensmusg00000062991,Minor,Query,Nrg1_ENSMUSG00000062991,35_Novel
NOVEL_36,Cpne9,Minor,Query,Cpne9,36_Novel
NOVEL_36,6330411d24rik,Minor,Query,6330411D24Rik,36_Novel
NOVEL_36,Cdh6,Minor,Query,Cdh6,36_Novel
NOVEL_36,Stxbp6,Minor,Query,Stxbp6,36_Novel
NOVEL_36,Cdh12,Minor,Query,Cdh12,36_Novel
NOVEL_36,Slc8a1,Minor,Query,Slc8a1,36_Novel
NOVEL_36,Gpc6,Minor,Query,Gpc6,36_Novel
NOVEL_36,Pitpnc1,Minor,Query,Pitpnc1,36_Novel
NOVEL_36,Opcml,Minor,Query,Opcml,36_Novel
NOVEL_36,Rgs6,Minor,Query,Rgs6,36_Novel
NOVEL_36,Ldhb,Minor,Query,Ldhb,36_Novel
NOVEL_36,Coch,Minor,Query,Coch,36_Novel
NOVEL_36,Pcdh11x,Minor,Query,Pcdh11x,36_Novel
NOVEL_36,Gabrb1,Minor,Query,Gabrb1,36_Novel
NOVEL_36,Csmd1,Minor,Query,Csmd1,36_Novel
NOVEL_36,Pcdh17,Minor,Query,Pcdh17,36_Novel
NOVEL_36,Nrg1_ensmusg00000062991,Minor,Query,Nrg1_ENSMUSG00000062991,36_Novel
NOVEL_36,Cplx1,Minor,Query,Cplx1,36_Novel
NOVEL_36,Sorcs1,Minor,Query,Sorcs1,36_Novel
NOVEL_37,Brinp3,Minor,Query,Brinp3,37_Novel
NOVEL_37,Atp1b1,Minor,Query,Atp1b1,37_Novel
NOVEL_37,Rbms3,Minor,Query,Rbms3,37_Novel
NOVEL_37,Rgs6,Minor,Query,Rgs6,37_Novel
NOVEL_37,Ldhb,Minor,Query,Ldhb,37_Novel
NOVEL_37,Ntng1,Minor,Query,Ntng1,37_Novel
NOVEL_37,Pcdh7,Minor,Query,Pcdh7,37_Novel
NOVEL_37,Cdh8,Minor,Query,Cdh8,37_Novel
NOVEL_37,Unc5d,Minor,Query,Unc5d,37_Novel
NOVEL_37,Lingo2,Minor,Query,Lingo2,37_Novel
NOVEL_37,Csmd1,Minor,Query,Csmd1,37_Novel
NOVEL_37,Alk,Minor,Query,Alk,37_Novel
NOVEL_37,Pcp4l1,Minor,Query,Pcp4l1,37_Novel
NOVEL_37,Aldoc,Minor,Query,Aldoc,37_Novel
NOVEL_37,Gpc5,Minor,Query,Gpc5,37_Novel
NOVEL_37,Il1rapl2,Minor,Query,Il1rapl2,37_Novel
NOVEL_37,Cplx1,Minor,Query,Cplx1,37_Novel
F-MIDI-ON,Chrm3,Minor,Query,Chrm3,38_FmidiON
F-MIDI-ON,Vsnl1,Minor,Query,Vsnl1,38_FmidiON
F-MIDI-ON,P3h2,Minor,Query,P3h2,38_FmidiON
F-MIDI-ON,Foxp2,Minor,Query,Foxp2,38_FmidiON
F-MIDI-ON,Nrgn,Minor,Query,Nrgn,38_FmidiON
F-MIDI-ON,Cntnap2,Minor,Query,Cntnap2,38_FmidiON
F-MIDI-ON,Sorcs1,Minor,Query,Sorcs1,38_FmidiON
F-MIDI-ON,Pcdh11x,Minor,Query,Pcdh11x,38_FmidiON
F-MIDI-ON,Scg2,Minor,Query,Scg2,38_FmidiON
F-MIDI-ON,Meis2,Minor,Query,Meis2,38_FmidiON
F-MIDI-ON,Pcp4l1,Minor,Query,Pcp4l1,38_FmidiON
F-MIDI-ON,Nrn1,Minor,Query,Nrn1,38_FmidiON
F-MIDI-ON,Ebf3,Minor,Query,Ebf3,38_FmidiON
F-MIDI-ON,Kcnb2,Minor,Query,Kcnb2,38_FmidiON
F-MIDI-ON,Dpp10,Minor,Query,Dpp10,38_FmidiON
F-MIDI-ON,Pvalb,Minor,Query,Pvalb,38_FmidiON
F-MIDI-ON,Unc5c,Minor,Query,Unc5c,38_FmidiON
F-MIDI-ON,Tshz2,Minor,Query,Tshz2,38_FmidiON
NOVEL_39,Pvalb,Minor,Query,Pvalb,39_Novel
NOVEL_39,Slc24a2,Minor,Query,Slc24a2,39_Novel
NOVEL_39,Csmd3,Minor,Query,Csmd3,39_Novel
NOVEL_39,Alk,Minor,Query,Alk,39_Novel
NOVEL_39,Kcnh7,Minor,Query,Kcnh7,39_Novel
NOVEL_39,Lrrtm4,Minor,Query,Lrrtm4,39_Novel
NOVEL_39,Pcdh17,Minor,Query,Pcdh17,39_Novel
NOVEL_39,Kcnip1,Minor,Query,Kcnip1,39_Novel
NOVEL_39,Cplx1,Minor,Query,Cplx1,39_Novel
NOVEL_39,Nefm,Minor,Query,Nefm,39_Novel
NOVEL_39,Sorcs1,Minor,Query,Sorcs1,39_Novel
NOVEL_39,Pex5l,Minor,Query,Pex5l,39_Novel
NOVEL_39,Ano3,Minor,Query,Ano3,39_Novel
NOVEL_39,S100b,Minor,Query,S100b,39_Novel
NOVEL_39,Spon1,Minor,Query,Spon1,39_Novel
NOVEL_39,6330411d24rik,Minor,Query,6330411D24Rik,39_Novel
NOVEL_39,Vsnl1,Minor,Query,Vsnl1,39_Novel
NOVEL_39,Cntn5,Minor,Query,Cntn5,39_Novel
F-MINI-ON,Dpp10,Minor,Query,Dpp10,3_FminiON
F-MINI-ON,Schip1,Minor,Query,Schip1,3_FminiON
F-MINI-ON,Foxp2,Minor,Query,Foxp2,3_FminiON
F-MINI-ON,Frmpd4,Minor,Query,Frmpd4,3_FminiON
F-MINI-ON,Mgat4c,Minor,Query,Mgat4c,3_FminiON
F-MINI-ON,Pvalb,Minor,Query,Pvalb,3_FminiON
F-MINI-ON,Kctd8,Minor,Query,Kctd8,3_FminiON
F-MINI-ON,Kcnd2,Minor,Query,Kcnd2,3_FminiON
F-MINI-ON,Nlgn1,Minor,Query,Nlgn1,3_FminiON
F-MINI-ON,Ptprm,Minor,Query,Ptprm,3_FminiON
F-MINI-ON,Grid2,Minor,Query,Grid2,3_FminiON
F-MINI-ON,D130079a08rik,Minor,Query,D130079A08Rik,3_FminiON
F-MINI-ON,Spon1,Minor,Query,Spon1,3_FminiON
F-MINI-ON,Nrgn,Minor,Query,Nrgn,3_FminiON
F-MINI-ON,Trarg1,Minor,Query,Trarg1,3_FminiON
F-MINI-ON,Kcnq5,Minor,Query,Kcnq5,3_FminiON
F-MINI-ON,Ptchd4,Minor,Query,Ptchd4,3_FminiON
F-MINI-ON,Pcdh7,Minor,Query,Pcdh7,3_FminiON
M1A,Resp18,Minor,Query,Resp18,40_M1dup
M1A,Clstn2,Minor,Query,Clstn2,40_M1dup
M1A,Nrg1_ensmusg00000062991,Minor,Query,Nrg1_ENSMUSG00000062991,40_M1dup
M1A,Cntnap2,Minor,Query,Cntnap2,40_M1dup
M1A,Thsd7b,Minor,Query,Thsd7b,40_M1dup
M1A,Unc5d,Minor,Query,Unc5d,40_M1dup
M1A,Opn4,Minor,Query,Opn4,40_M1dup
M1A,Sdk1,Minor,Query,Sdk1,40_M1dup
M1A,Opcml,Minor,Query,Opcml,40_M1dup
M1A,Gm32647,Minor,Query,Gm32647,40_M1dup
M1A,Cd24a,Minor,Query,Cd24a,40_M1dup
M1A,Sgcz,Minor,Query,Sgcz,40_M1dup
M1A,Ebf3,Minor,Query,Ebf3,40_M1dup
M1A,Rbms3,Minor,Query,Rbms3,40_M1dup
M1A,Rprm,Minor,Query,Rprm,40_M1dup
M1A,Ptprm,Minor,Query,Ptprm,40_M1dup
M1A,Cpne4,Minor,Query,Cpne4,40_M1dup
M1A,Etl4,Minor,Query,Etl4,40_M1dup
ALPHAON-T,Mgat4c,Minor,Query,Mgat4c,41_AlphaONT
ALPHAON-T,Epha6,Minor,Query,Epha6,41_AlphaONT
ALPHAON-T,Sema3a,Minor,Query,Sema3a,41_AlphaONT
ALPHAON-T,Pcdh17,Minor,Query,Pcdh17,41_AlphaONT
ALPHAON-T,Gm32647,Minor,Query,Gm32647,41_AlphaONT
ALPHAON-T,Kcnb2,Minor,Query,Kcnb2,41_AlphaONT
ALPHAON-T,Pvalb,Minor,Query,Pvalb,41_AlphaONT
ALPHAON-T,Aldoc,Minor,Query,Aldoc,41_AlphaONT
ALPHAON-T,Pcdh9,Minor,Query,Pcdh9,41_AlphaONT
ALPHAON-T,Spp1,Minor,Query,Spp1,41_AlphaONT
ALPHAON-T,Nefm,Minor,Query,Nefm,41_AlphaONT
ALPHAON-T,Clu,Minor,Query,Clu,41_AlphaONT
ALPHAON-T,Cplx1,Minor,Query,Cplx1,41_AlphaONT
ALPHAON-T,Sgcz,Minor,Query,Sgcz,41_AlphaONT
ALPHAON-T,Rgs6,Minor,Query,Rgs6,41_AlphaONT
ALPHAON-T,Asic2,Minor,Query,Asic2,41_AlphaONT
ALPHAON-T,Nkain2,Minor,Query,Nkain2,41_AlphaONT
ALPHAON-T,Etv1,Minor,Query,Etv1,41_AlphaONT
ALPHAON-T,Cdkn1c,Minor,Query,Cdkn1c,41_AlphaONT
ALPHAON-T,Crip2,Minor,Query,Crip2,41_AlphaONT
ALPHAOFF-S,Nefm,Minor,Query,Nefm,42_AlphaOFFS
ALPHAOFF-S,Nme7,Minor,Query,Nme7,42_AlphaOFFS
ALPHAOFF-S,Ralyl,Minor,Query,Ralyl,42_AlphaOFFS
ALPHAOFF-S,Cdh12,Minor,Query,Cdh12,42_AlphaOFFS
ALPHAOFF-S,Nrg1_ensmusg00000062991,Minor,Query,Nrg1_ENSMUSG00000062991,42_AlphaOFFS
ALPHAOFF-S,Ntng1,Minor,Query,Ntng1,42_AlphaOFFS
ALPHAOFF-S,Sparcl1,Minor,Query,Sparcl1,42_AlphaOFFS
ALPHAOFF-S,Spp1,Minor,Query,Spp1,42_AlphaOFFS
ALPHAOFF-S,Lrrc4c,Minor,Query,Lrrc4c,42_AlphaOFFS
ALPHAOFF-S,Nxph1,Minor,Query,Nxph1,42_AlphaOFFS
ALPHAOFF-S,Zmat4,Minor,Query,Zmat4,42_AlphaOFFS
ALPHAOFF-S,Pvalb,Minor,Query,Pvalb,42_AlphaOFFS
ALPHAOFF-S,Meis2,Minor,Query,Meis2,42_AlphaOFFS
ALPHAOFF-S,Aldoc,Minor,Query,Aldoc,42_AlphaOFFS
